C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_147.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_147.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_147.jpg, 0, 0, 0, 6.742724
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_249.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_249.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_249.jpg, 0, 0, 0, 6.661596
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_351.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_351.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_351.jpg, 0, 0, 0, 6.594733
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_453.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_453.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_453.jpg, 0, 0.0283281, 0, 6.533693
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_553.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_553.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_553.jpg, 0, 0.3308529, 0, 6.707674
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_654.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_654.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_654.jpg, 0, 0.6327762, 0, 7.241602
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_756.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_756.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_756.jpg, -0.1439688, 0.9317088, 0, 8.123773
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_858.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_858.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_858.jpg, 0, 1, 0, 9.235581
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_54_961.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_54_961.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_54_961.jpg, 0, 1, 0, 10.34945
C:\Users\Can\Desktop\Data1\IMG\center_2021_06_29_19_49_55_062.jpg, C:\Users\Can\Desktop\Data1\IMG\left_2021_06_29_19_49_55_062.jpg, C:\Users\Can\Desktop\Data1\IMG\right_2021_06_29_19_49_55_062.jpg, 0, 1, 0, 11.55226
